Type,Fridge_Temperature_C,Humidity_Percentage,Spoilage_Days
Mango,2.051612157,74.26286077,8
Cluster Beans,3.908284878,54.07099242,7
Pear,4.115093226,71.67380403,9
Pointed Gourd,3.151160765,81.60743276,12
Ginger,2.164735407,80.71168894,20
Drumstick,2.84279582,75.78554295,10
Cabbage,4.80480866,54.6526214,19
Cluster Beans,6.099856109,80.29932582,1
Brinjal,3.252363117,88.19858878,4
Jackfruit,2.610915746,88.25352675,5
Fenugreek Leaves,2.400171812,78.75670795,3
Coriander Leaves,2.306177904,56.72411398,5
Capsicum,4.34245753,59.28536568,9
Ginger,6.675595918,67.84228038,15
Turnip,3.662164235,63.81247844,21
Potato,3.610381067,61.99615575,60
Cauliflower,2.594799033,60.38246359,16
Potato,6.353488142,63.67703381,56
Radish,5.52121501,70.84169573,7
Capsicum,3.290654772,67.01732012,11
Cucumber,2.861049462,88.69479398,11
Mint Leaves,2.514434423,62.50163766,5
Cucumber,4.591408262,83.63240079,10
Mint Leaves,7.593373664,72.81141086,1
Cucumber,2.029090074,69.19860422,16
Carrot,4.423866432,64.64822257,20
Snake Gourd,4.523061209,65.45340005,13
Fenugreek Leaves,4.795578,61.86902721,1
Ridge Gourd,2.469727829,79.26520528,10
Cauliflower,3.166201118,70.33915444,15
Potato,5.932810147,54.67659289,57
Cucumber,7.616299458,72.90217385,7
Sweet Potato,7.504684565,57.57346802,39
French Beans,4.836173507,70.1175357,5
Capsicum,4.032608706,55.29690544,9
Jackfruit,5.912693525,75.02758528,3
Pear,4.349602793,76.13580633,8
Mango,4.864360681,78.29521152,3
Spring Onion,5.442010416,65.61706215,2
Jackfruit,5.733007283,85.9677385,1
Pear,2.071675002,63.68386534,12
Potato,5.223681429,63.28576052,58
Guava,7.974439139,53.39094284,4
Pumpkin,5.30071379,78.26744176,16
Ash Gourd,6.51042827,61.66372081,26
Pomegranate,5.218633604,77.38948936,26
Jackfruit,5.648895575,55.64839998,4
Banana,2.201709007,54.29430502,9
Pineapple,5.293817336,86.54650393,8
Turnip,6.190048257,80.12019788,15
Coriander Leaves,3.395583017,79.54186607,1
Lemon,2.674515034,70.28857209,31
Onion,2.706967378,59.36839151,31
Ivy Gourd,7.117907288,61.97942231,9
Coriander Leaves,4.027232097,62.14979973,2
Grapes,3.470788806,53.14385907,14
Amaranth Leaves,3.62810611,60.06118493,3
Ridge Gourd,7.723770179,83.93587884,1
Spinach,7.358769443,57.07644188,1
Radish,4.533225329,63.79122899,9
Grapes,3.771517699,78.44902241,12
Ridge Gourd,3.224037113,70.08574549,11
Okra,4.823276251,61.24021398,5
Ginger,3.338883773,84.77064253,18
Drumstick,4.003518208,59.1473642,9
Mint Leaves,7.527583507,87.34432761,1
Cauliflower,2.452443246,51.41866149,16
Tomato,6.9308192,74.96789834,4
Sweet Potato,7.720136315,67.24467322,39
Taro Root,2.096602609,75.57324137,31
Garlic,6.688708767,50.99772316,85
Jackfruit,7.309439117,72.02321945,1
Broccoli,5.510038989,85.85138772,4
Mango,5.971310798,57.32375118,3
Grapes,7.528230482,54.45323,8
Amaranth Leaves,7.81740741,54.90381897,1
Mango,6.839988882,85.39694755,1
Okra,7.279074074,67.99741408,2
Pineapple,7.306587235,77.57691832,7
Banana,2.647363773,86.54661945,5
Okra,4.37781042,78.43195868,4
Pear,6.435888997,51.61297158,6
Banana,7.24641064,85.1471965,1
Carrot,3.498961563,72.08095792,21
French Beans,3.694601607,73.84629762,6
Mango,7.560841507,77.64857934,1
Grapes,6.67125512,77.34087404,8
Fenugreek Leaves,7.459360188,67.02877006,1
French Beans,7.614413996,57.37170756,1
Lettuce,3.6976606,72.32819669,4
Radish,3.668644041,81.27544589,8
Papaya,4.157243665,83.94648327,3
Garlic,6.713678206,78.9103955,84
Onion,5.373549318,76.84215879,26
Coriander Leaves,5.24041441,60.24601774,1
Carrot,6.505807061,83.47501053,14
Cucumber,2.700018485,72.09427712,15
Beetroot,6.024078673,68.48983199,26
Ginger,3.705190583,53.87588991,20
Snake Gourd,5.200128128,53.24019742,12
Fenugreek Leaves,2.090031803,71.32860928,5
Papaya,6.689018733,69.29483765,2
Guava,4.717095126,80.25082698,6
Papaya,5.728406897,88.16947717,1
Bottle Gourd,4.595560177,56.42441523,13
Okra,4.983949779,65.15457073,5
Coriander Leaves,5.157698991,76.28326818,1
Cauliflower,7.646893404,80.29460421,6
Amaranth Leaves,7.1040222,71.54387989,1
Drumstick,2.573414112,58.35721561,12
Tomato,7.743927981,64.46956277,4
Pointed Gourd,6.838356699,85.1280024,6
Broccoli,3.724090814,82.13863862,7
Garlic,3.532441029,78.8958648,88
Bottle Gourd,2.97885746,58.50581164,15
Mango,7.328049837,61.96230191,1
Capsicum,2.400494015,62.79100122,12
Ash Gourd,5.746503657,68.89025748,27
Turnip,6.975330868,73.27524443,15
Drumstick,6.055028413,75.39749116,5
Lemon,7.120091896,64.38886247,25
Ridge Gourd,3.388047046,82.1139304,8
Taro Root,7.000777833,55.02488416,25
Lemon,7.489568626,54.67119213,24
Chikoo,2.454657651,78.25265673,7
Banana,4.685970594,70.27425482,5
Mint Leaves,2.877893471,72.28919439,4
Mint Leaves,6.7930819,63.5253859,1
Turnip,4.726429342,54.62961717,19
Spinach,6.423462107,67.10172044,1
Pumpkin,5.05759637,76.24602367,17
Onion,7.158759762,66.2290594,25
Capsicum,3.30006783,63.56920756,11
Pomegranate,5.102338275,70.71128353,28
Grapes,7.333205557,52.47287207,9
Onion,2.477755332,55.62347703,32
Brinjal,7.437569895,65.30922028,1
Jackfruit,5.169742693,53.95561314,5
Tomato,7.900853571,51.2012503,4
Snake Gourd,7.43868525,83.21862884,6
Cucumber,3.010037429,77.59009238,13
Capsicum,4.825726907,66.99091193,8
Onion,5.035751664,68.48993293,28
Banana,2.310347285,77.0574797,8
Tomato,2.319532618,89.29661798,8
Pineapple,3.878179713,83.31193442,11
Ivy Gourd,5.963844792,73.98811378,10
Taro Root,6.57025079,80.57997396,24
Tomato,7.469654306,71.10500357,4
Banana,6.494049551,71.95933296,2
Broccoli,7.176450247,62.09709038,5
Cluster Beans,2.95088455,66.6501162,8
Pointed Gourd,7.107134137,87.04968899,5
Amaranth Leaves,6.940775739,86.01574106,1
Bitter Gourd,4.026336742,70.11915255,6
Grapes,4.06415571,57.79455361,13
Green Chili,6.350399002,71.93103891,6
Cucumber,4.114466617,54.47482444,13
Ginger,5.294155615,66.12107162,18
Jackfruit,3.055075269,85.89757318,5
Green Chili,5.693683499,69.97042801,7
Chikoo,6.841340224,76.49452726,1
Guava,6.468645402,89.98123011,2
French Beans,5.88778363,52.88552367,4
Cauliflower,4.540289817,65.94510192,13
Broccoli,6.493423949,82.6904289,3
Grapes,2.774764498,55.88234486,15
Mint Leaves,5.863246477,87.21047736,1
Apple,2.965377518,83.95184759,28
Amaranth Leaves,7.670373443,50.2340331,1
Capsicum,7.076097407,57.25152604,5
Pomegranate,5.039766082,89.11063036,24
Ash Gourd,2.937367591,79.46885456,29
Mango,6.833449466,82.35510589,1
Bottle Gourd,2.838234257,72.51076395,15
Snake Gourd,4.959474204,76.26316633,11
Apple,7.036667639,61.87128475,25
Cabbage,7.513896564,85.88238063,12
Ash Gourd,2.573797409,84.53848675,29
Cluster Beans,4.896390165,79.95988516,3
Mint Leaves,5.02436986,61.18288721,1
Pineapple,4.487469439,52.20385028,13
Pear,4.963176981,85.86436659,5
Lettuce,4.314907175,60.13676895,4
Radish,6.508463034,55.25095138,6
Green Chili,2.029463889,66.16791118,12
Broccoli,5.376159546,51.04138721,7
French Beans,4.796690241,62.77733432,5
Amaranth Leaves,5.022669611,65.5525091,1
Fenugreek Leaves,5.245322358,71.70048554,1
Ridge Gourd,3.166976447,53.99320044,11
Spinach,5.696639872,70.24971739,1
Cauliflower,7.263481354,51.66953785,9
Cucumber,7.346379843,89.70120593,5
Bottle Gourd,4.658168658,74.51834084,12
Cluster Beans,3.466212383,81.91974358,5
Green Chili,2.201494597,89.20463082,8
Carrot,6.840964817,81.89785859,14
Tomato,3.86345469,80.81901963,8
French Beans,5.366381416,71.67470721,4
Grapes,2.343526718,82.83493857,13
Cauliflower,7.122839997,87.67486185,5
Papaya,2.652070955,57.07132438,9
Papaya,4.370519347,83.29279473,3
Bottle Gourd,4.727857483,78.85171713,11
Ginger,2.286572088,65.22032615,22
Taro Root,7.27665734,69.01757369,25
Garlic,7.191130686,66.7267351,85
Spring Onion,6.628809067,59.06204653,1
Okra,5.961162763,64.97027953,4
Ginger,7.009316545,89.96868363,11
Pineapple,4.176492633,50.86106271,13
Orange,6.980561188,80.8744131,23
Chikoo,4.643749388,65.65522539,6
Radish,7.908112058,63.05536728,4
Fenugreek Leaves,3.88138786,86.98025247,1
Ridge Gourd,5.113664216,66.78256592,8
Ivy Gourd,5.071783451,69.29340398,12
Mint Leaves,2.85269462,83.72781253,1
Papaya,5.005059864,59.43075507,5
Grapes,3.047711627,59.72828772,15
Spinach,4.554189055,66.34122225,3
Drumstick,2.559743554,56.17716781,12
Pomegranate,2.516318883,59.20664563,32
Broccoli,6.548662348,86.71275306,2
Radish,3.789384595,68.21861804,10
Coriander Leaves,5.138558063,73.7428537,1
Carrot,2.871392824,51.43366119,22
Mango,2.278875155,83.47421239,5
Mint Leaves,4.750249615,76.71219757,1
Mango,3.446055973,88.6751793,3
Mango,6.821299584,52.29170783,1
Coriander Leaves,4.606134719,85.32765645,1
Pomegranate,5.594332106,58.95580455,27
Orange,3.080113556,86.5722136,28
Okra,4.060167796,80.98501098,4
Radish,3.460072763,65.34499666,10
Beetroot,2.348299942,68.17269188,32
Mint Leaves,6.480409095,88.34540385,1
Garlic,4.051974058,81.33202718,87
Snake Gourd,3.5776275,76.31409273,13
Mint Leaves,7.44230748,80.21879312,1
Cauliflower,3.243968595,62.09522061,15
Lemon,2.62135861,79.1093761,30
Potato,7.864189818,71.4096327,53
Banana,5.372449937,50.22376147,4
Green Chili,4.204164696,69.32854659,9
Spinach,6.41979435,80.57209223,1
Papaya,7.635503092,51.15679629,1
Broccoli,6.613608286,72.11505613,5
Guava,5.335920713,85.65119871,4
Grapes,2.496453942,56.85520504,16
Green Chili,4.726450445,82.7325047,6
Ash Gourd,6.543309133,56.86060155,26
Ginger,4.199389883,67.21592505,19
Pumpkin,6.847164714,72.16963609,15
Okra,4.348696667,72.36286079,6
Lettuce,4.125347156,89.23169653,1
French Beans,5.677547606,60.82473002,4
Jackfruit,6.67877466,63.62341243,2
Turnip,3.685984404,89.08100795,17
Green Chili,4.364959591,68.22919761,9
Green Chili,6.255005726,89.64231853,2
Spring Onion,2.54637895,58.65475651,7
Okra,5.99638823,89.13883572,1
Capsicum,4.756602258,69.55210061,8
Pumpkin,2.045008941,87.24022713,19
Guava,7.414370799,54.72430417,4
Radish,2.182986617,85.68686602,9
Chikoo,4.472861939,83.19749687,3
Mint Leaves,3.571717104,82.78398675,1
Beetroot,5.500837465,89.84845485,23
Spinach,4.226070538,69.73445219,3
Grapes,5.78591031,88.03328597,7
Banana,2.370783734,75.75197232,8
Banana,6.838386776,68.17157955,2
Tomato,6.024686512,54.30665974,6
Pear,6.638832619,51.26146278,6
Amaranth Leaves,5.73631761,74.83593046,1
Cucumber,7.982639863,71.09601055,7
Guava,5.959581967,60.15966433,7
Onion,2.254378955,62.46540702,32
Ginger,2.753184398,50.57262664,21
Spring Onion,5.122685403,85.25758331,1
Mint Leaves,3.349031062,75.64821516,2
Papaya,6.777994288,76.5018607,1
Drumstick,4.993361342,87.12092285,5
Radish,2.983907807,89.34208484,7
Pumpkin,2.845605903,65.67887091,21
Mint Leaves,2.338308373,71.04753624,5
Mango,4.542955757,83.53884163,2
Coriander Leaves,3.234173946,84.29185144,1
Papaya,5.783632344,85.52234768,1
Potato,3.351277746,88.18956572,57
Capsicum,6.475009382,62.107277,6
Brinjal,3.031760207,79.1275331,6
Spinach,3.315829341,74.29994987,4
Beetroot,7.761111438,54.14831825,24
Papaya,5.254999039,54.65200221,5
Guava,2.789542644,69.21714834,11
Potato,2.617095849,56.30652971,62
Pumpkin,7.774998435,88.04649117,10
Brinjal,3.422441255,87.18616358,4
Ivy Gourd,4.224710963,51.94985337,13
Spring Onion,5.078880328,65.4678574,3
Coriander Leaves,3.413952637,53.50165814,3
Brinjal,3.682706294,53.39022137,7
Beetroot,3.880037956,70.09311856,30
Okra,3.373626961,50.59186135,7
Spring Onion,2.064104149,86.21609195,4
Mint Leaves,2.625729875,77.2831166,3
Cucumber,2.479904864,58.10410282,16
Spring Onion,7.865620308,63.14698314,1
Mint Leaves,5.359153856,83.74354755,1
Ivy Gourd,7.728806905,72.84705196,7
Lemon,5.828377577,69.88373529,27
Papaya,4.064029831,68.42097783,6
Jackfruit,7.497293166,84.14586112,1
Cauliflower,3.624459853,61.13812581,14
Carrot,6.243465241,81.28422831,15
Pear,2.438005767,88.9994335,8
Potato,2.307073748,69.76883597,62
Green Chili,7.322489136,64.46654387,5
Chikoo,4.638145482,84.9555459,3
Green Chili,3.231551726,86.11505141,7
Bottle Gourd,6.01093742,60.07981583,10
Potato,7.713861027,62.94690757,54
Garlic,5.24844842,70.84151787,87
Pointed Gourd,3.641213403,58.76241419,14
Brinjal,4.991165567,71.18645995,5
Coriander Leaves,5.826591374,76.29022975,1
Guava,4.730787702,67.90114932,8
Pomegranate,4.712454478,57.5464636,28
Grapes,5.801353943,69.4595154,11
Ivy Gourd,6.455215383,89.0565985,6
Ivy Gourd,3.615727692,64.82911386,14
Cluster Beans,7.14377805,50.21100058,2
Green Chili,2.456975153,72.17006036,11
Ash Gourd,4.85841486,81.75041399,26
Tomato,3.315408335,80.99121915,8
Capsicum,3.369055381,81.28914016,8
Banana,7.756742678,51.26184559,1
Taro Root,3.399406595,80.09324032,28
Pineapple,7.008546387,51.84769154,9
Mango,3.554891753,65.68742437,6
Ivy Gourd,6.968543769,66.40726316,9
Lemon,7.211333849,89.38140938,21
Potato,6.44136095,79.22724819,54
Orange,3.751250085,88.10441116,26
Pineapple,7.62335535,84.29383291,5
Ash Gourd,2.569916683,79.61190333,30
Okra,5.39619087,70.99997589,4
Drumstick,3.847363477,75.71954857,9
Cabbage,4.522165295,67.57351873,20
Ivy Gourd,6.578404055,76.01657851,8
Pomegranate,3.074727485,59.93333912,31
Chikoo,5.178463998,51.8896966,5
Garlic,7.599884035,86.80424958,81
Guava,6.946836416,53.23639768,5
Ginger,5.0483666,78.55977704,16
Okra,5.734874717,62.3586472,4
Grapes,7.721555644,83.99169958,5
Guava,7.755600091,64.50617009,4
Ridge Gourd,6.693200692,78.10604193,4
Pomegranate,7.749884927,54.61370273,24
Garlic,2.057378057,88.64349006,89
Orange,5.350161724,50.38915758,27
Ivy Gourd,3.999833294,86.76084547,10
Jackfruit,7.854904176,64.18082596,1
Chikoo,5.248356364,55.3547644,5
Cluster Beans,4.586439584,81.13285495,3
Pomegranate,3.381186791,54.9896377,30
Ash Gourd,4.765270437,58.45147989,28
Okra,5.1236977,83.90645914,2
Bitter Gourd,7.670534576,66.46760844,1
Potato,6.603207923,50.20573069,56
Okra,3.091875581,79.08260036,6
Pumpkin,2.450267493,69.39206462,22
Green Chili,5.324376317,88.99062842,4
Banana,5.834559179,59.84485702,4
Ivy Gourd,7.787315869,71.57392764,8
French Beans,3.478538232,84.12205118,4
Ridge Gourd,3.535048192,52.10752292,10
Papaya,4.04424534,79.65793579,5
Papaya,6.955732179,66.45029702,2
Potato,7.918731289,84.17853925,51
Spring Onion,4.380001381,66.33763986,4
Mango,4.463417104,80.79489555,3
Green Chili,2.410774583,61.50751907,12
Fenugreek Leaves,7.571396456,61.2981588,1
Green Chili,4.023483905,62.20721575,9
Amaranth Leaves,7.784531799,89.3644992,1
Lettuce,4.103788482,53.46309948,4
Banana,2.162359448,84.75218118,6
Garlic,6.592247168,75.29675841,85
Onion,5.724869653,71.61082673,27
Mango,3.667949533,68.15402908,6
Beetroot,6.960956228,63.41083638,25
Potato,3.910900841,86.53142488,56
Potato,6.914870457,58.24425976,55
Bottle Gourd,7.251175852,58.11058718,9
Ginger,3.82563254,67.16792178,20
Spring Onion,7.794509904,73.31124544,1
Beetroot,3.569922959,59.90102335,30
Cucumber,4.886521339,65.57709863,12
Cabbage,7.252520823,80.87108676,13
Banana,7.505455677,73.35463745,1
Grapes,5.543735747,69.807069,11
Fenugreek Leaves,6.494412452,64.08147436,1
Cauliflower,2.20763235,61.15984859,16
Taro Root,7.303657255,50.11131441,25
Green Chili,5.427802894,80.94186951,5
Potato,5.389684184,54.1776109,57
Cabbage,4.319729841,86.73993562,17
Ridge Gourd,7.901711621,75.64878128,3
Coriander Leaves,6.675998494,67.76425466,1
Onion,2.526132083,87.61122818,28
Chikoo,6.80545937,51.22231648,2
Tomato,4.332015855,62.59175068,9
Pointed Gourd,2.324748302,76.23956929,15
Carrot,7.107534,68.23863363,16
Grapes,7.05170034,72.04116236,9
Mint Leaves,7.691742597,71.03964389,1
Radish,3.364418409,71.36502212,10
Cauliflower,6.722193199,81.20818215,7
Pear,7.927890856,83.5572482,1
Ivy Gourd,6.429180413,68.28724989,10
Cucumber,6.48425517,80.3423761,8
French Beans,5.969191767,79.09759684,2
Turnip,7.72482222,62.52543258,15
Ash Gourd,3.107700477,70.51578742,31
Jackfruit,4.110925136,58.26821571,6
Lemon,7.726558373,70.94196334,24
Capsicum,5.860701743,78.51474586,5
Radish,4.143908782,57.94716831,9
Onion,2.809352839,86.98515621,28
Apple,2.977087785,74.25765812,30
Broccoli,5.796588384,80.78043009,5
Ivy Gourd,2.800145603,72.82190345,15
Tomato,6.39315313,54.45378774,6
Jackfruit,2.123520378,57.20753849,9
Pointed Gourd,3.910663363,63.40364139,14
Grapes,6.820922078,80.79601557,7
Guava,2.387253561,65.88169181,12
Jackfruit,7.627656529,69.43370512,1
Potato,5.55416078,52.47652571,57
Garlic,6.55789846,84.99203943,83
Bottle Gourd,6.933989968,86.73235054,6
Fenugreek Leaves,5.47351516,79.17079586,1
Green Chili,5.096141912,70.74603054,8
Apple,5.856464243,52.99035749,27
Drumstick,2.730175393,81.8126888,9
Lemon,3.263090725,85.18094038,28
Broccoli,6.557668775,70.40607983,6
Ridge Gourd,3.121961395,61.55902324,11
French Beans,6.930293131,52.07595617,2
Brinjal,3.293650098,82.26507467,5
Pumpkin,7.979862575,74.75252885,13
Pineapple,5.278557521,87.11610384,8
Taro Root,4.633026468,69.74152404,29
Pumpkin,3.062499434,52.46842529,21
Chikoo,4.278381701,62.95900462,6
Mango,7.789476665,75.58674726,1
Pumpkin,2.322763235,71.28927264,22
Okra,4.89894919,59.7822244,5
Bottle Gourd,7.692788966,63.01892863,8
Mango,4.856576381,61.13522868,4
Beetroot,3.15591867,73.10328819,30
Mint Leaves,7.613566215,55.33981264,1
Onion,6.843685328,50.8284745,25
Green Chili,4.209603667,87.80634301,6
Apple,2.122142059,72.97600543,32
Pumpkin,7.020381539,72.35628615,14
Pointed Gourd,4.092975035,83.4595018,11
Grapes,2.149181645,89.76376248,12
Pineapple,3.041194127,67.04733884,15
Mint Leaves,3.805385865,86.06100923,1
Pomegranate,4.47509321,89.70427532,25
Ash Gourd,7.090626447,60.11166791,25
Radish,4.262364398,89.34009166,5
Banana,5.414231401,87.67939643,1
Taro Root,7.106860249,78.2040327,23
Potato,6.693023815,68.72289444,55
Green Chili,7.48621891,73.13405523,4
Guava,5.08119292,89.9923187,4
Radish,6.001843987,76.37817872,5
Sweet Potato,7.334164613,50.50129221,39
Spring Onion,6.442895672,55.97542929,1
Pumpkin,7.132934345,79.65979965,13
Ash Gourd,7.345328047,54.74253206,24
Onion,7.455735015,68.91695304,24
Grapes,5.213907805,77.09822163,10
Okra,7.863892498,68.7388434,1
Pear,7.622224078,57.0811418,4
Brinjal,5.137193096,66.80263111,5
Ash Gourd,4.113913603,83.6971519,27
Taro Root,4.296597626,87.64646641,26
Onion,5.417043819,80.36088421,25
Green Chili,5.274366807,74.78094063,7
Spinach,5.580611768,54.72295414,1
Carrot,3.352008068,70.86089554,21
Amaranth Leaves,5.449342457,86.92347628,1
Amaranth Leaves,3.371810504,86.53736215,1
Orange,5.408473675,82.04188453,25
Beetroot,3.713620287,51.31287446,30
Jackfruit,6.259251619,72.12423593,3
Orange,3.227735583,77.36985108,29
Taro Root,5.406263219,51.05257414,27
Orange,3.703075839,56.9821289,30
Jackfruit,3.323108912,82.96884578,5
Turnip,2.995894054,82.77138375,19
Brinjal,6.394954697,80.17606969,1
French Beans,5.2455214,77.76384774,3
Cucumber,6.17122865,54.38738142,10
Ivy Gourd,4.254403981,62.45162464,13
Pomegranate,4.973898414,58.193261,28
Cluster Beans,5.311542281,83.82008004,2
Ginger,5.762064345,72.22908179,16
Brinjal,2.262069559,58.95873873,9
Green Chili,2.633437854,54.08450842,12
Pumpkin,5.06165942,82.99849804,15
Tomato,2.147228374,55.57659839,12
Lettuce,7.217602168,57.67474308,1
French Beans,5.094156116,69.36853122,5
Ginger,7.943261067,87.13479348,10
Bottle Gourd,5.616023983,88.19827744,7
Pear,5.146924695,57.67922846,8
Sweet Potato,5.415302816,86.26414386,39
Pineapple,6.157706162,87.77677638,7
Okra,7.868351029,52.63351581,1
Ash Gourd,5.121604769,52.2115316,28
Pumpkin,4.027990476,66.68450146,19
Ginger,5.640301314,53.18772343,17
Bottle Gourd,3.130058185,67.38928819,15
Pear,7.257313845,63.90425795,5
Spinach,3.36892855,86.18973489,1
Mango,4.873917,86.83821961,1
Green Chili,3.875150703,74.25277809,9
Cauliflower,3.735205503,69.84281424,14
Orange,6.226341383,62.94672426,26
Carrot,6.861406031,86.52476698,13
Green Chili,3.987802881,81.41607868,7
Lemon,2.948517142,88.24221654,27
Beetroot,3.100530806,55.94374824,31
Chikoo,5.405206911,81.11066853,2
Banana,5.794759333,82.63424991,1
Pear,4.077513574,66.31956618,9
Guava,7.364510805,55.26283477,4
Pointed Gourd,3.607449698,72.50688076,14
Cluster Beans,6.399684344,86.88869419,1
Drumstick,7.606415394,89.50268213,1
Coriander Leaves,2.091643553,84.67664381,2
Green Chili,5.127405972,81.82962917,5
Ridge Gourd,4.369019913,74.63678524,8
Turnip,6.092979933,74.24944081,17
Cluster Beans,5.61613361,54.82559372,4
Cucumber,7.673615107,80.53262548,6
Garlic,5.507868929,74.96543839,86
Pointed Gourd,7.841278479,87.87631648,4
Pear,5.119871957,52.47409624,8
Potato,2.377695903,72.31467188,61
Spring Onion,3.674571595,57.51718318,5
Chikoo,5.049606792,87.5396972,1
Fenugreek Leaves,3.849436891,56.14943891,3
Capsicum,6.149641665,54.97166565,6
Mint Leaves,6.821355213,77.47889629,1
Apple,2.00931043,65.74364213,32
Banana,5.582508272,77.18279753,3
Beetroot,7.469256645,60.33769603,24
Mint Leaves,7.414382185,70.97157702,1
Bottle Gourd,5.432171951,68.90844072,11
Bottle Gourd,4.40025266,75.96717269,12
Lettuce,5.453685572,59.88104652,2
Pomegranate,3.227280001,54.39725988,31
Potato,5.258513234,50.72768002,58
Ginger,2.13659198,65.35146538,22
Turnip,3.942152504,66.97388522,21
Pear,5.658341803,80.25339832,5
Cluster Beans,4.537542088,58.8304494,6
Banana,3.403977547,56.36648195,7
Ginger,7.506157381,82.10133776,12
Green Chili,5.253835658,75.63728656,6
French Beans,7.317685252,83.25048918,1
Coriander Leaves,4.808286253,68.47904188,1
Lettuce,2.381734705,61.01052997,7
Garlic,2.190392866,64.49536171,92
Pear,6.258479599,77.71453837,5
Cabbage,7.734549588,65.98289696,15
Snake Gourd,2.453822463,54.31565114,16
Ginger,6.249264276,89.63871194,12
Pineapple,6.251609424,89.6345459,6
Lettuce,3.731040597,63.55147096,5
Green Chili,5.176296753,88.02821653,4
Jackfruit,5.389091984,76.99884646,3
Cabbage,3.752973278,81.98149448,18
Ginger,5.881968099,57.28311432,17
Bottle Gourd,4.722889806,89.75854932,8
Spring Onion,3.358527399,86.35359139,2
Spring Onion,6.449452215,59.41263783,1
Sweet Potato,2.678038515,78.10522943,45
French Beans,5.516650265,84.06385142,1
Grapes,3.515926801,53.61663615,14
French Beans,4.035903828,55.1376517,6
Ginger,6.194787643,56.27109227,16
French Beans,3.69482515,54.62862287,7
Ash Gourd,7.461957559,57.16588455,24
Turnip,3.603693822,52.22653221,21
Cauliflower,2.564646382,63.45612794,16
Coriander Leaves,5.94707952,59.88900086,1
Broccoli,3.644601559,87.7872256,6
Guava,4.688869736,84.69766822,6
Bitter Gourd,3.139826974,67.96250743,8
Drumstick,4.677552335,88.84853622,5
Beetroot,2.842808291,78.23595374,30
Papaya,7.694747543,79.97430776,1
Grapes,4.290575828,60.50239248,13
Capsicum,7.033681965,85.51064436,2
Fenugreek Leaves,6.598550169,58.60582339,1
Apple,7.231202397,77.45993871,23
Drumstick,4.987231975,73.89738628,7
Snake Gourd,2.812774132,78.42405623,14
Lettuce,7.653296224,83.3930513,1
Ivy Gourd,3.036007076,68.29922238,15
Lemon,7.825977812,60.39252018,24
Grapes,3.898514028,53.53010256,14
Snake Gourd,6.562877149,67.67194371,10
Fenugreek Leaves,2.603166181,72.12123615,4
Drumstick,3.496748345,50.10448006,10
Fenugreek Leaves,5.625997312,74.39666905,1
Tomato,4.321597029,79.55158206,7
Mint Leaves,7.137828168,81.95002114,1
Brinjal,6.487996009,84.74230854,1
Bottle Gourd,4.910142389,50.98002423,12
Apple,7.685876422,83.65249983,21
Cluster Beans,4.778875451,67.62454343,5
Lettuce,6.3270445,84.61526599,1
Pear,3.326424115,62.05810031,11
Ivy Gourd,7.781260062,72.8088991,7
Garlic,6.695513202,77.00673574,84
Cabbage,5.897768119,56.87007483,18
Fenugreek Leaves,4.870371097,71.56445789,1
Lemon,4.70637126,52.20434631,28
Orange,2.386664827,51.42176018,32
Ivy Gourd,5.759780065,86.0206675,8
Onion,4.366909411,62.28821654,29
Ridge Gourd,4.25889057,72.66813129,9
Carrot,2.243362696,81.47596209,21
Snake Gourd,2.427251828,61.45727193,16
Spring Onion,7.189379941,81.71679605,1
Turnip,5.032659372,85.32252032,16
Fenugreek Leaves,2.796557859,85.80427714,1
Apple,5.228178468,69.09792375,28
Snake Gourd,4.884696513,87.10316085,9
Chikoo,6.495537356,68.25031722,3
Garlic,4.352045343,63.15728569,89
Carrot,3.693674725,63.33340646,21
Spinach,4.936038116,53.78268318,2
Chikoo,5.157565795,75.95033046,4
Capsicum,4.756740513,89.05077746,5
Potato,2.557105888,68.53019149,62
Potato,4.199150577,50.29441649,59
Radish,7.73707834,75.86419423,3
Onion,6.340674137,68.00564262,26
Beetroot,2.425113088,54.36730707,32
Drumstick,7.226893634,55.42801755,5
Cabbage,3.598567871,86.34140741,18
Spinach,2.26298045,55.56678097,6
Pumpkin,7.472078112,89.24689852,10
Pomegranate,7.286000044,80.30914832,23
Spring Onion,7.219506631,82.56401922,1
Green Chili,4.750977053,62.43941446,8
Onion,6.371307436,54.03565764,26
Grapes,5.757562187,79.09184416,9
Pumpkin,5.156646058,82.61425111,15
Cauliflower,5.134925148,81.23700387,10
Pointed Gourd,3.636531715,50.36625334,14
French Beans,5.369980362,51.74908002,4
Taro Root,2.35122901,80.58704315,30
Potato,6.550441825,61.3468387,56
Sweet Potato,7.799221593,76.65383344,37
Taro Root,2.189808482,56.47064423,32
Drumstick,2.595467768,73.46764311,11
Orange,7.879768381,66.57156867,24
Radish,7.813237643,69.77436118,4
Amaranth Leaves,4.557434693,57.33270837,2
Ginger,7.321722623,51.1429287,15
Pumpkin,5.705102036,72.91363745,16
Sweet Potato,6.60627308,52.78031117,41
Bottle Gourd,6.397100573,89.23813873,6
Bitter Gourd,5.551093029,55.18185497,4
Pomegranate,3.976358322,88.51062142,26
Taro Root,2.526209851,54.00610676,32
Potato,7.364842286,57.20118672,54
